,order_id,user_id,restaurant_id,order_date,total_amount,restaurant_name_order,city,membership,cuisine,rating
1351,1352,1209,474,05-06-2023,577.02,Annapurna Tiffins Pure Veg,Bangalore,Gold,Mexican,3.5
1352,1353,600,379,14-09-2023,1352.95,New Dhaba South Indian,Chennai,Gold,Mexican,4.1
1353,1354,1946,378,25-11-2023,1232.8,New Mess North Indian,Pune,Regular,Italian,4.4
1354,1355,1957,18,17-01-2023,171.67,Annapurna Kitchen Family Restaurant,Bangalore,Gold,Italian,4.5
1355,1356,1863,289,03-12-2023,812.39,Sri Biryani Punjabi,Chennai,Gold,Italian,4.8
1356,1357,2027,290,22-08-2023,564.81,Taste of Kitchen Chinese,Bangalore,Regular,Chinese,4.9
1357,1358,1967,72,15-02-2023,1373.24,Sri Foods Chinese,Hyderabad,Regular,Mexican,3.4
1358,1359,1146,75,17-01-2023,612.37,New Cafe South Indian,Pune,Gold,Chinese,4.2
1359,1360,567,132,19-10-2023,354.2,Spice Tiffins Chinese,Hyderabad,Gold,Indian,3.7
1360,1361,322,267,07-02-2023,328.43,Darbar Cafe Punjabi,Pune,Regular,Chinese,4.2
1361,1362,1811,45,24-04-2023,282.46,Annapurna Restaurant Punjabi,Bangalore,Regular,Mexican,3.0
1362,1363,2986,134,30-04-2023,954.36,New Tiffins Non-Veg,Hyderabad,Regular,Mexican,4.3
1363,1364,265,49,15-05-2023,735.53,Amma Curry House Punjabi,Chennai,Regular,Italian,4.0
1364,1365,1423,280,16-10-2023,774.34,Taste of Dhaba Andhra,Hyderabad,Gold,Chinese,3.7
1365,1366,2857,68,16-08-2023,428.34,Taste of Biryani Andhra,Chennai,Gold,Italian,4.1
1366,1367,2579,286,18-10-2023,449.98,Spice Mess Andhra,Bangalore,Gold,Italian,5.0
1367,1368,366,465,25-12-2023,804.25,Sai Eatery North Indian,Bangalore,Gold,Italian,4.9
1368,1369,2624,74,07-11-2023,943.14,Spice Dhaba Non-Veg,Hyderabad,Regular,Chinese,4.3
1369,1370,1508,253,24-10-2023,703.84,New Restaurant North Indian,Pune,Gold,Italian,4.6
1370,1371,2554,490,04-02-2023,1473.09,Swagath Curry House Punjabi,Hyderabad,Gold,Italian,3.7
1371,1372,1368,177,27-11-2023,477.35,Udupi Restaurant South Indian,Pune,Gold,Indian,3.9
1372,1373,2554,431,19-03-2023,1340.22,Udupi Tiffins Punjabi,Hyderabad,Gold,Mexican,4.6
1373,1374,540,184,20-06-2023,1212.84,Annapurna Tiffins Punjabi,Pune,Gold,Mexican,3.5
1374,1375,420,204,13-04-2023,1068.16,Udupi Dhaba Non-Veg,Pune,Regular,Mexican,4.7
1375,1376,2777,11,05-03-2023,1000.22,Taste of Kitchen Family Restaurant,Chennai,Gold,Chinese,4.9
1376,1377,2556,3,26-12-2023,305.29,Darbar Eatery Andhra,Chennai,Gold,Mexican,4.3
1377,1378,2751,339,30-08-2023,1386.27,Annapurna Eatery South Indian,Bangalore,Gold,Indian,3.1
1378,1379,1383,5,14-04-2023,816.74,Udupi Foods South Indian,Chennai,Gold,Chinese,4.8
1379,1380,354,345,22-10-2023,1247.31,Sai Tiffins Chinese,Chennai,Regular,Chinese,4.3
1380,1381,2756,22,29-06-2023,152.79,Sri Biryani Non-Veg,Pune,Gold,Chinese,5.0
1381,1382,1277,32,24-01-2023,1125.93,Udupi Eatery North Indian,Chennai,Regular,Italian,3.2
1382,1383,1574,446,14-03-2023,379.69,Annapurna Cafe Andhra,Hyderabad,Gold,Indian,4.9
1383,1384,1094,203,24-08-2023,1027.04,New Kitchen Pure Veg,Bangalore,Regular,Chinese,3.8
1384,1385,1601,171,30-08-2023,1025.18,Ruchi Mess Non-Veg,Bangalore,Regular,Mexican,3.6
1385,1386,1512,19,05-03-2023,1428.94,Classic Biryani Chinese,Chennai,Gold,Indian,3.6
1386,1387,1656,431,28-12-2023,675.02,Udupi Tiffins Punjabi,Hyderabad,Regular,Mexican,4.6
1387,1388,685,14,26-08-2023,1431.6,Taste of Tiffins North Indian,Pune,Gold,Indian,3.8
1388,1389,373,476,26-04-2023,227.37,Royal Curry House Multicuisine,Hyderabad,Regular,Mexican,3.4
1389,1390,2747,77,11-11-2023,1216.5,Sri Mess Punjabi,Chennai,Regular,Mexican,4.4
1390,1391,2695,234,09-08-2023,852.68,Swagath Kitchen North Indian,Pune,Regular,Chinese,3.7
1391,1392,19,27,25-06-2023,718.22,Darbar Dhaba Pure Veg,Hyderabad,Regular,Italian,4.4
1392,1393,1444,301,23-06-2023,847.4,Classic Tiffins North Indian,Bangalore,Gold,Italian,4.8
1393,1394,269,183,20-11-2023,738.14,Taste of Biryani Non-Veg,Bangalore,Gold,Chinese,3.7
1394,1395,350,96,23-11-2023,403.27,Annapurna Biryani Non-Veg,Chennai,Regular,Mexican,4.4
1395,1396,1317,189,21-04-2023,205.47,Hotel Curry House Non-Veg,Pune,Regular,Indian,4.8
1396,1397,2706,246,04-02-2023,750.61,Ruchi Tiffins Pure Veg,Hyderabad,Regular,Mexican,3.9
1397,1398,1273,176,16-07-2023,545.65,Classic Delights North Indian,Chennai,Regular,Italian,4.0
1398,1399,2427,39,17-10-2023,724.49,Ruchi Delights South Indian,Hyderabad,Regular,Indian,4.8
1399,1400,265,87,30-09-2023,981.27,Hotel Curry House Non-Veg,Chennai,Regular,Mexican,3.8
1400,1401,1541,254,16-06-2023,1149.25,Ruchi Dhaba Chinese,Chennai,Regular,Indian,4.7
1401,1402,1571,168,07-02-2023,592.08,Ruchi Foods Family Restaurant,Pune,Gold,Indian,3.7
1402,1403,1029,194,10-03-2023,212.34,New Dhaba Family Restaurant,Bangalore,Gold,Chinese,3.8
1403,1404,2395,404,17-07-2023,1469.04,Classic Dhaba South Indian,Hyderabad,Regular,Indian,3.8
1404,1405,1275,275,06-07-2023,693.64,Classic Eatery South Indian,Chennai,Gold,Italian,3.8
1405,1406,1157,43,03-04-2023,121.22,Sai Cafe North Indian,Pune,Gold,Chinese,4.9
1406,1407,614,214,01-05-2023,726.43,Amma Foods North Indian,Hyderabad,Regular,Chinese,3.4
1407,1408,2895,294,22-08-2023,817.71,Hotel Dhaba Multicuisine,Chennai,Gold,Italian,3.1
1408,1409,2174,479,08-10-2023,716.24,Grand Mess Andhra,Pune,Gold,Indian,3.8
1409,1410,2898,77,23-04-2023,723.85,Sri Mess Punjabi,Hyderabad,Regular,Mexican,4.4
1410,1411,2100,76,16-11-2023,1117.94,Amma Kitchen Punjabi,Hyderabad,Regular,Italian,4.7
1411,1412,3000,400,21-01-2023,1235.67,Ruchi Tiffins Non-Veg,Hyderabad,Gold,Mexican,3.4
1412,1413,745,268,01-01-2024,105.08,Annapurna Biryani Multicuisine,Bangalore,Gold,Indian,3.8
1413,1414,2340,37,10-09-2023,545.85,Swagath Dhaba Andhra,Pune,Gold,Mexican,3.1
1414,1415,2915,293,12-04-2023,694.1,Royal Eatery South Indian,Chennai,Gold,Italian,3.0
1415,1416,505,304,04-10-2023,1028.7,Hotel Tiffins Andhra,Hyderabad,Gold,Italian,4.1
1416,1417,2314,391,24-09-2023,1016.15,Sri Biryani Family Restaurant,Hyderabad,Gold,Indian,3.3
1417,1418,1460,285,23-09-2023,1445.74,Ruchi Eatery North Indian,Hyderabad,Regular,Mexican,4.8
1418,1419,2347,301,28-08-2023,1096.91,Classic Tiffins North Indian,Hyderabad,Regular,Italian,4.8
1419,1420,1141,309,02-07-2023,1422.31,Ruchi Curry House Multicuisine,Pune,Gold,Indian,4.5
1420,1421,1215,477,07-09-2023,1108.75,Swagath Biryani North Indian,Pune,Regular,Indian,4.1
1421,1422,1179,500,22-11-2023,1140.97,Grand Eatery Family Restaurant,Bangalore,Regular,Chinese,3.2
1422,1423,1863,347,18-07-2023,583.67,Amma Delights Chinese,Chennai,Gold,Chinese,4.8
1423,1424,318,135,07-12-2023,1165.42,Amma Eatery Non-Veg,Pune,Regular,Indian,3.7
1424,1425,1845,73,16-06-2023,958.15,Spice Mess Andhra,Hyderabad,Regular,Mexican,3.1
1425,1426,1368,485,29-09-2023,929.45,Grand Dhaba Andhra,Pune,Gold,Mexican,4.9
1426,1427,1310,90,26-01-2023,1428.18,Classic Biryani Pure Veg,Bangalore,Gold,Italian,4.8
1427,1428,2790,417,14-09-2023,1347.62,Hotel Biryani North Indian,Hyderabad,Regular,Mexican,3.0
1428,1429,61,218,10-05-2023,1113.73,Sai Foods Pure Veg,Pune,Gold,Indian,4.1
1429,1430,2360,86,13-07-2023,709.39,Sri Curry House Chinese,Bangalore,Regular,Indian,4.2
1430,1431,1299,235,26-11-2023,1262.07,Amma Delights Family Restaurant,Bangalore,Regular,Italian,4.5
1431,1432,2500,279,30-09-2023,982.77,Sri Tiffins Andhra,Chennai,Gold,Italian,4.9
1432,1433,137,106,27-09-2023,1414.3,Spice Foods Non-Veg,Hyderabad,Gold,Indian,4.8
1433,1434,1714,312,01-04-2023,787.44,Udupi Curry House Chinese,Chennai,Regular,Chinese,3.1
1434,1435,785,230,19-05-2023,1204.45,Sai Tiffins Andhra,Chennai,Gold,Chinese,3.6
1435,1436,339,265,31-05-2023,437.39,Udupi Curry House Andhra,Pune,Regular,Chinese,4.2
1436,1437,788,306,30-08-2023,1077.13,Grand Dhaba Non-Veg,Bangalore,Gold,Chinese,4.8
1437,1438,1300,172,06-11-2023,135.1,Darbar Eatery Family Restaurant,Chennai,Regular,Italian,3.9
1438,1439,901,177,01-12-2023,1095.63,Udupi Restaurant South Indian,Bangalore,Regular,Indian,3.9
1439,1440,740,321,27-07-2023,1097.25,Sai Restaurant Non-Veg,Hyderabad,Gold,Chinese,4.7
1440,1441,2830,145,02-03-2023,602.77,Amma Restaurant South Indian,Pune,Gold,Italian,3.1
1441,1442,1293,330,01-07-2023,127.81,Udupi Eatery Multicuisine,Hyderabad,Gold,Italian,3.9
1442,1443,2944,290,07-11-2023,1270.2,Taste of Kitchen Chinese,Hyderabad,Gold,Chinese,4.9
1443,1444,684,213,29-03-2023,1079.49,Amma Dhaba Punjabi,Hyderabad,Gold,Indian,3.7
1444,1445,583,422,02-02-2023,231.29,Sai Curry House South Indian,Pune,Gold,Mexican,3.0
1445,1446,623,118,11-04-2023,1290.56,Amma Mess Pure Veg,Pune,Gold,Mexican,3.8
1446,1447,2582,43,22-09-2023,795.13,Sai Cafe North Indian,Hyderabad,Gold,Chinese,4.9
1447,1448,2933,364,19-07-2023,1213.23,Sri Foods Non-Veg,Chennai,Regular,Mexican,3.4
1448,1449,1217,495,28-06-2023,1381.65,Ruchi Curry House North Indian,Chennai,Gold,Italian,4.5
1449,1450,2653,448,03-11-2023,1007.45,Amma Biryani Family Restaurant,Bangalore,Gold,Mexican,3.4
1450,1451,1897,7,22-01-2023,1213.19,Ruchi Biryani Punjabi,Chennai,Gold,Italian,3.2
1451,1452,2474,75,11-08-2023,1481.64,New Cafe South Indian,Chennai,Gold,Chinese,4.2
1452,1453,2560,83,09-09-2023,1188.59,Darbar Mess Pure Veg,Pune,Gold,Chinese,3.5
1453,1454,719,230,01-12-2023,216.59,Sai Tiffins Andhra,Chennai,Gold,Chinese,3.6
1454,1455,1965,429,29-12-2023,599.37,Annapurna Biryani Pure Veg,Hyderabad,Gold,Chinese,4.3
1455,1456,951,325,23-11-2023,1105.18,Sri Cafe North Indian,Chennai,Gold,Italian,4.5
1456,1457,1377,280,18-11-2023,1359.41,Taste of Dhaba Andhra,Pune,Regular,Chinese,3.7
1457,1458,429,68,23-01-2023,1095.37,Taste of Biryani Andhra,Hyderabad,Gold,Italian,4.1
1458,1459,674,330,04-02-2023,1130.87,Udupi Eatery Multicuisine,Chennai,Regular,Italian,3.9
1459,1460,1562,484,27-08-2023,1160.8,Taste of Biryani Punjabi,Chennai,Regular,Mexican,4.2
1460,1461,2502,295,10-08-2023,452.54,Sai Cafe South Indian,Bangalore,Regular,Chinese,3.1
1461,1462,1655,271,16-08-2023,1345.05,Hotel Curry House North Indian,Bangalore,Gold,Chinese,3.8
1462,1463,2509,421,21-09-2023,141.13,Ruchi Foods Chinese,Pune,Gold,Indian,3.0
1463,1464,876,46,12-06-2023,421.82,Udupi Delights Family Restaurant,Hyderabad,Regular,Chinese,3.6
1464,1465,2946,413,02-07-2023,981.57,Sai Curry House Punjabi,Chennai,Gold,Italian,3.3
1465,1466,7,498,08-05-2023,586.99,Darbar Tiffins Non-Veg,Chennai,Gold,Chinese,3.9
1466,1467,2194,114,08-03-2023,1312.52,Ruchi Mess Andhra,Chennai,Regular,Indian,3.9
1467,1468,2159,183,15-05-2023,308.91,Taste of Biryani Non-Veg,Bangalore,Gold,Chinese,3.7
1468,1469,2292,475,23-01-2023,766.71,Ruchi Kitchen Punjabi,Hyderabad,Gold,Italian,4.9
1469,1470,56,224,22-06-2023,316.05,Darbar Kitchen Non-Veg,Chennai,Gold,Chinese,4.8
1470,1471,2877,438,23-06-2023,1296.1,Grand Biryani Pure Veg,Chennai,Gold,Italian,3.2
1471,1472,350,401,23-09-2023,1174.83,Darbar Eatery Pure Veg,Chennai,Regular,Indian,4.6
1472,1473,2832,336,24-03-2023,543.22,Sai Foods Andhra,Hyderabad,Gold,Mexican,4.9
1473,1474,240,163,01-10-2023,1398.16,Spice Delights Multicuisine,Hyderabad,Gold,Italian,4.2
1474,1475,2736,19,24-07-2023,1273.13,Classic Biryani Chinese,Chennai,Gold,Indian,3.6
1475,1476,445,9,08-06-2023,615.78,Classic Mess Family Restaurant,Chennai,Regular,Italian,3.1
1476,1477,380,180,28-02-2023,793.83,Grand Restaurant Punjabi,Bangalore,Regular,Chinese,4.4
1477,1478,2491,435,18-08-2023,1379.88,Classic Delights North Indian,Bangalore,Gold,Italian,3.1
1478,1479,1070,214,09-06-2023,263.57,Amma Foods North Indian,Hyderabad,Gold,Chinese,3.4
1479,1480,1766,54,04-10-2023,1239.73,Ruchi Tiffins Multicuisine,Hyderabad,Regular,Italian,4.9
1480,1481,1435,309,17-06-2023,235.72,Ruchi Curry House Multicuisine,Hyderabad,Regular,Indian,4.5
1481,1482,24,497,25-10-2023,395.82,Hotel Delights South Indian,Hyderabad,Regular,Mexican,4.4
1482,1483,1535,328,13-07-2023,116.49,Ruchi Curry House Andhra,Chennai,Regular,Mexican,4.6
1483,1484,115,441,01-08-2023,736.93,Darbar Curry House Family Restaurant,Pune,Gold,Indian,3.4
1484,1485,2981,202,06-08-2023,450.71,Swagath Foods Chinese,Chennai,Gold,Indian,4.7
1485,1486,2097,327,04-09-2023,1024.31,Royal Tiffins Chinese,Pune,Regular,Indian,3.2
1486,1487,1558,387,20-03-2023,442.55,New Tiffins Andhra,Chennai,Gold,Mexican,3.8
1487,1488,2535,289,29-12-2023,229.49,Sri Biryani Punjabi,Chennai,Gold,Italian,4.8
1488,1489,2618,396,14-08-2023,1014.11,Taste of Delights Non-Veg,Chennai,Gold,Mexican,4.8
1489,1490,85,383,09-07-2023,565.96,Amma Biryani North Indian,Pune,Gold,Indian,3.1
1490,1491,2897,57,02-09-2023,1309.19,Spice Mess Punjabi,Bangalore,Gold,Mexican,4.4
1491,1492,2761,24,09-05-2023,1359.05,Udupi Biryani South Indian,Chennai,Regular,Mexican,3.7
1492,1493,170,283,25-10-2023,1125.99,Grand Kitchen Punjabi,Hyderabad,Gold,Chinese,4.6
1493,1494,449,304,30-04-2023,379.1,Hotel Tiffins Andhra,Pune,Regular,Italian,4.1
1494,1495,512,243,18-05-2023,690.82,Grand Tiffins South Indian,Hyderabad,Regular,Chinese,4.8
1495,1496,1839,280,26-02-2023,1417.19,Taste of Dhaba Andhra,Hyderabad,Regular,Chinese,3.7
1496,1497,2174,104,20-06-2023,1481.89,Grand Dhaba South Indian,Pune,Gold,Chinese,4.9
1497,1498,2189,475,19-09-2023,442.61,Ruchi Kitchen Punjabi,Bangalore,Regular,Italian,4.9
1498,1499,2142,254,17-02-2023,174.57,Ruchi Dhaba Chinese,Chennai,Gold,Indian,4.7
1499,1500,2564,186,13-08-2023,1269.65,Darbar Restaurant North Indian,Pune,Gold,Indian,4.3
1500,1501,2340,117,25-02-2023,423.17,Darbar Eatery North Indian,Pune,Gold,Indian,3.9
1501,1502,1169,277,29-11-2023,1078.36,Swagath Restaurant North Indian,Chennai,Regular,Mexican,3.3
1502,1503,2220,33,24-02-2023,1425.85,Amma Foods Non-Veg,Bangalore,Regular,Italian,4.2
1503,1504,1580,470,19-09-2023,1354.57,Darbar Foods Multicuisine,Pune,Gold,Italian,3.6
1504,1505,1338,259,14-09-2023,777.84,Amma Curry House Family Restaurant,Bangalore,Regular,Mexican,3.7
1505,1506,1476,188,26-04-2023,914.03,Swagath Mess Multicuisine,Pune,Gold,Chinese,4.6
1506,1507,2574,296,10-07-2023,1496.44,Grand Restaurant Multicuisine,Pune,Gold,Italian,3.8
1507,1508,2867,26,18-05-2023,977.77,Spice Eatery Family Restaurant,Bangalore,Regular,Chinese,4.6
1508,1509,232,251,23-01-2023,569.74,Grand Curry House Andhra,Pune,Regular,Chinese,3.9
1509,1510,1446,97,02-04-2023,298.88,Annapurna Delights Andhra,Pune,Regular,Mexican,3.7
1510,1511,1631,40,21-06-2023,126.51,Royal Curry House Non-Veg,Bangalore,Regular,Indian,4.6
1511,1512,705,189,30-01-2023,970.43,Hotel Curry House Non-Veg,Bangalore,Regular,Indian,4.8
1512,1513,354,289,28-08-2023,276.11,Sri Biryani Punjabi,Chennai,Regular,Italian,4.8
1513,1514,864,291,24-04-2023,1420.78,Annapurna Foods Non-Veg,Hyderabad,Gold,Mexican,4.3
1514,1515,1198,223,03-04-2023,1344.96,Amma Eatery Punjabi,Chennai,Gold,Italian,3.4
1515,1516,1689,107,07-04-2023,1027.65,Spice Kitchen Punjabi,Bangalore,Regular,Mexican,4.0
1516,1517,2839,431,13-07-2023,1360.34,Udupi Tiffins Punjabi,Bangalore,Regular,Mexican,4.6
1517,1518,1984,215,23-06-2023,353.53,Spice Biryani Punjabi,Pune,Gold,Mexican,4.4
1518,1519,7,408,19-11-2023,635.25,Darbar Eatery Family Restaurant,Chennai,Gold,Mexican,3.0
1519,1520,417,300,14-02-2023,105.87,Ruchi Mess Punjabi,Bangalore,Regular,Italian,4.1
1520,1521,1064,416,16-04-2023,1139.48,Amma Cafe Pure Veg,Pune,Regular,Chinese,4.6
1521,1522,1106,117,11-07-2023,249.44,Darbar Eatery North Indian,Bangalore,Gold,Indian,3.9
1522,1523,996,169,08-10-2023,963.71,Ruchi Curry House Pure Veg,Chennai,Gold,Italian,4.2
1523,1524,2803,236,25-05-2023,424.32,Hotel Eatery Non-Veg,Chennai,Gold,Italian,4.2
1524,1525,2017,279,10-06-2023,276.31,Sri Tiffins Andhra,Chennai,Gold,Italian,4.9
1525,1526,2685,109,27-03-2023,196.53,Swagath Delights South Indian,Hyderabad,Gold,Chinese,5.0
1526,1527,2471,411,03-05-2023,695.2,Swagath Delights Family Restaurant,Pune,Gold,Indian,4.3
1527,1528,382,460,22-11-2023,1184.17,New Biryani Andhra,Bangalore,Regular,Chinese,4.5
1528,1529,2990,354,09-04-2023,467.28,Darbar Kitchen Chinese,Bangalore,Gold,Indian,3.8
1529,1530,2375,180,23-11-2023,1111.55,Grand Restaurant Punjabi,Pune,Gold,Chinese,4.4
1530,1531,1929,367,12-07-2023,1100.2,Ruchi Restaurant Punjabi,Pune,Gold,Indian,4.6
1531,1532,2253,237,02-10-2023,616.28,Grand Restaurant South Indian,Hyderabad,Regular,Italian,4.5
1532,1533,1768,361,11-02-2023,431.2,Royal Dhaba Punjabi,Chennai,Regular,Indian,4.5
1533,1534,2912,125,04-12-2023,1184.75,Sai Foods Family Restaurant,Hyderabad,Gold,Chinese,4.3
1534,1535,2658,267,07-03-2023,1016.47,Darbar Cafe Punjabi,Bangalore,Regular,Chinese,4.2
1535,1536,475,266,02-03-2023,913.55,Annapurna Delights Multicuisine,Bangalore,Gold,Italian,3.9
1536,1537,2777,377,20-10-2023,976.11,Amma Kitchen Pure Veg,Chennai,Gold,Mexican,4.0
1537,1538,234,286,16-10-2023,353.11,Spice Mess Andhra,Chennai,Regular,Italian,5.0
1538,1539,1131,41,29-06-2023,1330.26,Classic Delights Pure Veg,Bangalore,Regular,Mexican,3.7
1539,1540,312,406,12-12-2023,123.14,Spice Foods Non-Veg,Hyderabad,Gold,Chinese,4.5
1540,1541,466,276,28-04-2023,836.48,Sri Kitchen Chinese,Pune,Regular,Italian,3.4
1541,1542,1598,90,17-03-2023,1084.41,Classic Biryani Pure Veg,Bangalore,Gold,Italian,4.8
1542,1543,2786,52,01-11-2023,897.48,Udupi Curry House South Indian,Bangalore,Regular,Mexican,4.9
1543,1544,2,252,03-08-2023,529.9,New Eatery South Indian,Pune,Gold,Indian,3.7
1544,1545,29,225,29-10-2023,182.87,Darbar Tiffins Chinese,Hyderabad,Gold,Italian,4.2
1545,1546,1671,252,11-04-2023,1416.62,New Eatery South Indian,Chennai,Gold,Indian,3.7
1546,1547,1831,370,28-12-2023,1052.26,Swagath Cafe Multicuisine,Hyderabad,Gold,Chinese,4.4
1547,1548,786,290,10-10-2023,1155.28,Taste of Kitchen Chinese,Hyderabad,Gold,Chinese,4.9
1548,1549,1687,191,27-07-2023,1400.89,Grand Mess North Indian,Chennai,Gold,Indian,4.0
1549,1550,1669,339,20-12-2023,1479.08,Annapurna Eatery South Indian,Hyderabad,Regular,Indian,3.1
1550,1551,2808,280,07-08-2023,538.0,Taste of Dhaba Andhra,Hyderabad,Regular,Chinese,3.7
1551,1552,2955,58,19-07-2023,752.46,Sai Biryani Multicuisine,Bangalore,Gold,Indian,4.4
1552,1553,674,123,30-10-2023,979.5,Grand Restaurant Non-Veg,Chennai,Regular,Chinese,4.2
1553,1554,402,330,06-09-2023,1145.53,Udupi Eatery Multicuisine,Hyderabad,Regular,Italian,3.9
1554,1555,1643,122,29-01-2023,1337.61,Amma Eatery Non-Veg,Chennai,Regular,Indian,3.9
1555,1556,2915,41,23-09-2023,517.31,Classic Delights Pure Veg,Chennai,Gold,Mexican,3.7
1556,1557,2702,441,28-01-2023,659.37,Darbar Curry House Family Restaurant,Pune,Gold,Indian,3.4
1557,1558,2122,174,31-07-2023,788.21,Amma Biryani North Indian,Pune,Regular,Mexican,3.1
1558,1559,768,338,15-01-2023,1305.88,Grand Kitchen Non-Veg,Chennai,Gold,Mexican,4.5
1559,1560,2375,376,12-07-2023,933.68,Amma Cafe Non-Veg,Pune,Gold,Indian,3.4
1560,1561,2745,464,04-11-2023,378.32,Ruchi Cafe Multicuisine,Pune,Regular,Italian,3.3
1561,1562,1938,63,22-07-2023,1198.56,Ruchi Foods South Indian,Bangalore,Regular,Italian,5.0
1562,1563,2883,116,23-01-2023,371.17,Grand Cafe Punjabi,Chennai,Regular,Chinese,4.2
1563,1564,1899,349,25-04-2023,1039.13,Taste of Eatery Punjabi,Chennai,Gold,Indian,4.5
1564,1565,2275,378,14-01-2023,882.59,New Mess North Indian,Bangalore,Gold,Italian,4.4
1565,1566,1153,38,27-09-2023,951.82,Grand Tiffins Multicuisine,Hyderabad,Gold,Italian,5.0
1566,1567,1967,295,29-04-2023,1207.2,Sai Cafe South Indian,Hyderabad,Regular,Chinese,3.1
1567,1568,2622,289,28-04-2023,184.9,Sri Biryani Punjabi,Pune,Regular,Italian,4.8
1568,1569,507,190,12-11-2023,269.46,Amma Restaurant Pure Veg,Chennai,Regular,Chinese,3.1
1569,1570,1451,366,19-12-2023,771.67,Swagath Mess Chinese,Bangalore,Regular,Indian,4.5
1570,1571,436,197,07-03-2023,428.34,Sri Curry House North Indian,Bangalore,Gold,Mexican,4.7
1571,1572,1176,355,23-08-2023,1264.84,Swagath Restaurant Chinese,Chennai,Gold,Indian,4.2
1572,1573,1790,406,03-06-2023,806.91,Spice Foods Non-Veg,Pune,Regular,Chinese,4.5
1573,1574,27,165,11-09-2023,1483.92,Udupi Kitchen Chinese,Pune,Gold,Mexican,4.3
1574,1575,1222,250,27-02-2023,375.44,Sai Foods Non-Veg,Chennai,Regular,Mexican,3.4
1575,1576,1474,333,28-01-2023,918.07,Amma Mess Multicuisine,Bangalore,Gold,Chinese,3.1
1576,1577,545,191,30-09-2023,818.21,Grand Mess North Indian,Pune,Regular,Indian,4.0
1577,1578,175,399,14-11-2023,476.17,Swagath Cafe Multicuisine,Hyderabad,Gold,Chinese,3.2
1578,1579,2934,82,14-06-2023,193.37,Udupi Kitchen Pure Veg,Hyderabad,Gold,Chinese,3.3
1579,1580,2603,393,02-11-2023,268.61,Classic Dhaba Andhra,Bangalore,Regular,Italian,4.1
1580,1581,133,86,06-12-2023,1380.46,Sri Curry House Chinese,Chennai,Regular,Indian,4.2
1581,1582,2986,6,10-11-2023,565.4,Ruchi Restaurant South Indian,Hyderabad,Regular,Chinese,4.8
1582,1583,328,246,10-11-2023,1391.14,Ruchi Tiffins Pure Veg,Pune,Gold,Mexican,3.9
1583,1584,887,325,24-07-2023,973.56,Sri Cafe North Indian,Chennai,Regular,Italian,4.5
1584,1585,2385,414,12-07-2023,978.41,Darbar Delights South Indian,Pune,Regular,Chinese,4.7
1585,1586,2294,296,23-02-2023,1217.92,Grand Restaurant Multicuisine,Pune,Regular,Italian,3.8
1586,1587,2711,372,29-06-2023,464.42,Annapurna Foods North Indian,Bangalore,Gold,Italian,4.4
1587,1588,1038,475,06-07-2023,1090.13,Ruchi Kitchen Punjabi,Bangalore,Regular,Italian,4.9
1588,1589,1000,130,03-01-2023,1081.38,Royal Restaurant South Indian,Pune,Gold,Indian,4.6
1589,1590,1975,118,27-09-2023,1061.03,Amma Mess Pure Veg,Bangalore,Regular,Mexican,3.8
1590,1591,401,187,02-05-2023,881.15,Royal Kitchen North Indian,Chennai,Regular,Chinese,3.8
1591,1592,762,14,16-04-2023,154.71,Taste of Tiffins North Indian,Bangalore,Gold,Indian,3.8
1592,1593,2021,105,17-03-2023,666.14,Amma Curry House South Indian,Pune,Gold,Mexican,4.2
1593,1594,1851,194,19-12-2023,126.02,New Dhaba Family Restaurant,Bangalore,Gold,Chinese,3.8
1594,1595,2855,413,14-11-2023,1176.65,Sai Curry House Punjabi,Chennai,Gold,Italian,3.3
1595,1596,1877,289,27-02-2023,896.46,Sri Biryani Punjabi,Pune,Regular,Italian,4.8
1596,1597,1796,84,11-05-2023,641.0,Grand Mess Chinese,Chennai,Regular,Chinese,3.2
1597,1598,380,449,20-10-2023,613.15,Sai Restaurant South Indian,Bangalore,Regular,Indian,4.5
1598,1599,617,454,15-10-2023,235.47,Taste of Dhaba South Indian,Chennai,Regular,Italian,4.5
1599,1600,2845,135,30-01-2023,1222.86,Amma Eatery Non-Veg,Pune,Gold,Indian,3.7
1600,1601,2054,422,03-09-2023,1181.91,Sai Curry House South Indian,Chennai,Regular,Mexican,3.0
1601,1602,1530,341,20-05-2023,1111.07,Amma Biryani Family Restaurant,Bangalore,Gold,Chinese,3.2
1602,1603,1419,349,03-06-2023,1107.51,Taste of Eatery Punjabi,Pune,Gold,Indian,4.5
1603,1604,51,30,04-05-2023,183.95,Spice Tiffins Non-Veg,Hyderabad,Regular,Mexican,4.6
1604,1605,1207,91,27-08-2023,1173.33,Annapurna Mess Non-Veg,Chennai,Regular,Italian,4.8
1605,1606,832,135,19-04-2023,210.72,Amma Eatery Non-Veg,Chennai,Regular,Indian,3.7
1606,1607,1755,220,09-02-2023,521.46,Spice Kitchen North Indian,Hyderabad,Regular,Mexican,3.2
1607,1608,2736,90,21-01-2023,599.87,Classic Biryani Pure Veg,Chennai,Gold,Italian,4.8
1608,1609,2371,175,06-02-2023,1103.81,Sai Biryani Non-Veg,Pune,Gold,Chinese,4.1
1609,1610,601,143,08-11-2023,374.73,Classic Cafe Punjabi,Hyderabad,Regular,Chinese,4.0
